"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report or Final Turnkey/CALF approval","On Site","Completed"
2257,"SHIP CONSTRUCTION TURNKEY","Tipperary","Ardan, Borrisokane",4,"*N/A","","","","","","Q2-2019"
2258,"SHIP CONSTRUCTION TURNKEY","Tipperary","An Grianan, Killenaule, Thurles",5,"*N/A","","","","","","Q4-2019"
2259,"SHIP CONSTRUCTION TURNKEY","Tipperary","Prior Park, Clonmel",12,"*N/A","","","","","Q3-2020",""
2260,"SHIP CONSTRUCTION TURNKEY","Tipperary","Ma Charoin, Manna South, Templemore",13,"*N/A","","","","","Q1-2021",""
2261,"SHIP CONSTRUCTION TURNKEY","Tipperary","Cloneen Road, Fethard",5,"*N/A","","","","","","Q3-2019"
2262,"SHIP CONSTRUCTION TURNKEY","Tipperary","Cloneen Road, Fethard",6,"*N/A","","","","","","Q4-2019"
2263,"SHIP CONSTRUCTION TURNKEY","Tipperary","Glencree, Newport",3,"*N/A","","","","","","Q4-2019"
2264,"SHIP CONSTRUCTION TURNKEY","Tipperary","Cloneen Road, Fethard",4,"*N/A","","","","","","Q4-2019"
2265,"SHIP CONSTRUCTION TURNKEY","Tipperary","An Grianan, Killenaule, Thurles",5,"*N/A","","","","","","Q4-2019"
2266,"SHIP CONSTRUCTION TURNKEY","Tipperary","Prior Park, Clonmel",29,"*N/A","","","","","Q3-2020",""
2267,"SHIP CONSTRUCTION TURNKEY","Tipperary","Rosanna Close, Tipperary Town",18,"*N/A","","","","","","Q4-2020"
2268,"SHIP CONSTRUCTION TURNKEY","Tipperary","Glenconnor Road, Clonmel",10,"*N/A","","","","Stage 4 approved Q3-2020, the scheme is fully approved.","",""
2269,"SHIP CONSTRUCTION TURNKEY","Tipperary","Rosanna Close, Tipperary Town",1,"*N/A","","","","","Q3-2020",""
2270,"SHIP CONSTRUCTION TURNKEY","Tipperary","Hazel Close, Carrick on Suir",14,"*N/A","","","","Stage 4 approved Q2-2021, the scheme is fully approved.","",""
2271,"SHIP CONSTRUCTION TURNKEY","Tipperary","Glenconnor",2,"*N/A","","","","Stage 4 approved Q2-2021, the scheme is fully approved.","",""
2272,"SHIP CONSTRUCTION TURNKEY","Tipperary","Cois Abhainn, Mullinahone",3,"*N/A","","","","Stage 4 approved Q2-2021, the scheme is fully approved.","",""
2273,"SHIP CONSTRUCTION TURNKEY","Tipperary","Glentara, Roscrea",2,"*N/A","","","","Stage 4 approved Q1-2021, the scheme is fully approved.","",""
2274,"SHIP CONSTRUCTION TURNKEY","Tipperary","Glenconnor Road, Clonmel",11,"*N/A","","","","Stage 4 approved Q3-2020, the scheme is fully approved.","",""
2275,"SHIP CONSTRUCTION SINGLE STAGE","Tipperary","Mulkear View, Newport, Tipperary",3,"*N/A","","","","","","Q4-2018"
2276,"SHIP CONSTRUCTION SINGLE STAGE","Tipperary","Grange Road, Ballina",4,"*N/A","","","","","","Q4-2020"
2277,"SHIP CONSTRUCTION RENEWAL","Tipperary","Boherclough Street, Cashel",9,"*N/A","","Stage 2 approved Q1-2021, full design/tender being prepared.","","","",""
2278,"SHIP CONSTRUCTION","Tipperary","Ard na Greine, Clonmel",2,"*N/A","","","","","Q4-2020",""
2279,"SHIP CONSTRUCTION","Tipperary","Knockanrawley",14,"*N/A","","","","","","Q1-2021"
2280,"SHIP CONSTRUCTION","Tipperary","Mill Road, Thurles",14,"*N/A","","","","","Q2-2020",""
2281,"SHIP CONSTRUCTION","Tipperary","Mulkear View, Newport",6,"*N/A","","","","","Q4-2020",""
2282,"SHIP CONSTRUCTION","Tipperary","Treacy Park, Carrick on Suir",1,"*N/A","","","","","","Q3-2018"
2283,"SHIP CONSTRUCTION","Tipperary","Templetouhy",10,"*N/A","","","","","Q4-2019",""
2284,"SHIP CONSTRUCTION","Tipperary","Abbey Street, Cahir",10,"*N/A","","","","","Q3-2020",""
2285,"SHIP CONSTRUCTION","Tipperary","Borrisokane",16,"*N/A","","","","","Q3-2020",""
2286,"SHIP CONSTRUCTION","Tipperary","Portroe, Nenagh",14,"*N/A","","","","","Q4-2020",""
2287,"SHIP CONSTRUCTION","Tipperary","Cloughjordan",2,"*N/A","","","","","","Q2-2021"
2288,"SHIP CONSTRUCTION","Tipperary","Glenconnor Road, Clonmel",26,"*N/A","","","","","","Q3-2020"
2289,"SHIP CONSTRUCTION","Tipperary","Gortataggart, Thurles",2,"*N/A","","","","","","Q4-2018"
2290,"SHIP CONSTRUCTION","Tipperary","Kilcooly Way, Gortnahoe",5,"*N/A","","","","","","Q3-2020"
2291,"SHIP CONSTRUCTION","Tipperary","Lacey Avenue, Templemore",3,"*N/A","","","","","","Q3-2016"
2292,"SHIP CONSTRUCTION","Tipperary","Mitchel St., Thurles",1,"*N/A","","","","","Q4-2019",""
2293,"SHIP CONSTRUCTION","Tipperary","Borrisoleigh",1,"*N/A","","","","","","Q4-2016"
2294,"SHIP CONSTRUCTION","Tipperary","Lower Ballingarry",1,"*N/A","","","","","","Q2-2016"
2295,"SHIP CONSTRUCTION","Tipperary","Poulamaleen, Faugheen",1,"*N/A","","","","","","Q2-2016"
2296,"SHIP CONSTRUCTION","Tipperary","Cormack Drive, Nenagh",8,"*N/A","","","","","Q3-2020",""
2297,"SHIP CONSTRUCTION","Tipperary","Lacey Avenue, Templemore",1,"*N/A","","","","","","Q3-2017"
2298,"SHIP CONSTRUCTION","Tipperary","Borrisoleigh",1,"*N/A","","","","","","Q4-2018"
2299,"SHIP CONSTRUCTION","Tipperary","Bansha",14,"*N/A","","","","","Q3-2021",""
2300,"SHIP CONSTRUCTION","Tipperary","Ned Hayes Drive, Twomileborris, Thurles",22,"*N/A","","","","","Q3-2021",""
2301,"SHIP CONSTRUCTION","Tipperary","Donohill",8,"*N/A","","","","","Q3-2021",""
2302,"SHIP CONSTRUCTION","Tipperary","Mullinahone",10,"*N/A","","","","","Q1-2021",""
2303,"SHIP CONSTRUCTION","Tipperary","Ballyclerihan",14,"*N/A","","","","","Q3-2021",""
2304,"SHIP CONSTRUCTION","Tipperary","Ard Alainn, Moyne",9,"*N/A","","","Stage 3 approved Q3-2021, the scheme is now approved to proceed to tender.","","",""
2305,"SHIP CONSTRUCTION","Tipperary","Ardcroney",4,"*N/A","","","Stage 3 approved Q3-2021, the scheme is now approved to proceed to tender.","","",""
2306,"SHIP CONSTRUCTION","Tipperary","Comeragh Drive, Clonmel",2,"*N/A","","Stage 2 approved Q1-2021, full design/tender being prepared.","","","",""
2307,"SHIP CONSTRUCTION","Tipperary","Church Street, Templemore",2,"*N/A","","Stage 2 approved Q1-2021, full design/tender being prepared.","","","",""
2308,"SHIP CONSTRUCTION","Tipperary","Woodview Close, Nenagh",10,"*N/A","","Stage 2 approved Q4-2020, full design/tender being prepared.","","","",""
2309,"SHIP CONSTRUCTION","Tipperary","Grove Street. Roscrea",7,"*N/A","","Stage 2 approved Q1-2021, full design/tender being prepared.","","","",""
2310,"SHIP CONSTRUCTION","Tipperary","William Street, Clonmel",4,"*N/A","","Stage 2 approved Q1-2021, full design/tender being prepared.","","","",""
2311,"SHIP CONSTRUCTION","Tipperary","Glencarrick, Roscrea",26,"*N/A","Stage 1 approved Q2-2021, outline design and costs being prepared.","","","","",""
2312,"SHIP CONSTRUCTION","Tipperary","Knockanrawley",14,"*N/A","","","","","","Q2-2021"
2313,"SHIP CONSTRUCTION","Tipperary","Cormack Drive, Nenagh",4,"*N/A","","","","","Q3-2020",""
2314,"SHIP CONSTRUCTION","Tipperary","Mill Road, Thurles",14,"*N/A","","","","","Q2-2020",""
2315,"SHIP CONSTRUCTION","Tipperary","Mulkear View, Newport",5,"*N/A","","","","","Q4-2020",""
2316,"SHIP CONSTRUCTION","Tipperary","Mountain View, Cahir",43,"*N/A","Stage 1 approved Q2-2021, outline design and costs being prepared.","","","","",""
2317,"SHIP CONSTRUCTION","Tipperary","Glencarrick, Roscrea",20,"*N/A","Stage 1 approved Q2-2021, outline design and costs being prepared.","","","","",""
2318,"CAS CONSTRUCTION TURNKEY","Tipperary","Monastery Close, Templemore Road, Thurles",15,"Thurles Lions Trust Housing Assoc.","","","","","","Q2-2019"
2319,"CAS CONSTRUCTION TURNKEY","Tipperary","Drummin Village, Nenagh",8,"Nenagh Voluntary Housing Association","","","","","","Q4-2020"
2320,"CAS CONSTRUCTION TURNKEY","Tipperary","Kichham Street, Carrick en Suir",12,"T�ath Housing Association Ltd","","","","Stage 4 approved Q2-2021, the scheme is fully approved.","",""
2321,"CAS CONSTRUCTION","Tipperary","Glenconnor Road, Clonmel",9,"Cluid Housing Association","","","","","Q2-2021",""
2322,"CAS CONSTRUCTION","Tipperary","Stanwix House, Kickham Street, Thurles",19,"Thurles Lions Trust Housing Assoc.","","","","","Q2-2021",""
2323,"CAS CONSTRUCTION","Tipperary","Main Street, Templemore",14,"Templemore Voluntary Housing Association","Stage 1 approved Q4-2019, outline design and costs being prepared.","","","","",""
2324,"CAS CONSTRUCTION","Tipperary","Deerpark Road, Ashwell's Lot",2,"SPADE � St. Patrick�s Dwellings for the Elderly","","","","","Q2-2021",""
2325,"CALF Turnkey","Tipperary","An Duiche, Tipperary Town, Co. Tipperary (Phase 1)",41,"Respond","","","","","","Q4-2019"
2326,"CALF Turnkey","Tipperary","An Duiche, Tipperary Town, Co. Tipperary (Phase 2)",2,"Respond","","","","","","Q4-2019"
2327,"CALF Turnkey","Tipperary","Ashbury, Roscrea, Co Tipperary (Phase 1)",12,"Cl�id Housing","","","","","","Q2-2017"
2328,"CALF Turnkey","Tipperary","Ashgrove, Monadreen, Thurles, Co Tipperary  (Phase 1)",9,"Co - Operative Housing Ireland Society Limited","","","","","","Q4-2018"
2329,"CALF Turnkey","Tipperary","Ashgrove, Monadreen, Thurles, Co. Tipperary (Phase 1)",10,"Co - Operative Housing Ireland Society Limited","","","","","","Q4-2019"
2330,"CALF Turnkey","Tipperary","Ashgrove, Monadreen, Thurles, Co. Tipperary (Phase 2)",7,"Co - Operative Housing Ireland Society Limited","","","","","","Q4-2020"
2331,"CALF Turnkey","Tipperary","Mill Street, Carrick on Suir, Co. Tipperary (Phase 1)",22,"Tuath Housing Association","","","","","","Q3-2020"
2332,"CALF Turnkey","Tipperary","The Avenue, Drummin Village, Nenagh, Co. Tipperary (Phase 1)",13,"Focus Housing Association CLG","","","","","","Q4-2020"
2333,"SHIP CONSTRUCTION TURNKEY","Waterford","Kilrush, Dungarvan",8,"*N/A","","","","","","Q3-2018"
2334,"SHIP CONSTRUCTION TURNKEY","Waterford","Gibbethill, Gracedieu",5,"*N/A","","","","","","Q3-2018"
2335,"SHIP CONSTRUCTION TURNKEY","Waterford","Carrickphierish, Gracedieu, Waterford",31,"*N/A","","","","","","Q4-2018"
2336,"SHIP CONSTRUCTION TURNKEY","Waterford","Shandon, Dungarvan",5,"*N/A","","","","","","Q3-2018"
2337,"SHIP CONSTRUCTION TURNKEY","Waterford","Airport Road, Waterford City",33,"*N/A","","","","","","Q4-2018"
2338,"SHIP CONSTRUCTION TURNKEY","Waterford","Kilrush, Dungarvan",10,"*N/A","","","","","","Q4-2018"
2339,"SHIP CONSTRUCTION TURNKEY","Waterford","Kilrush, Dungarvan",21,"*N/A","","","","","","Q4-2018"
2340,"SHIP CONSTRUCTION TURNKEY","Waterford","Lacken Road, Waterford",20,"*N/A","","","","","","Q3-2019"
2341,"SHIP CONSTRUCTION TURNKEY","Waterford","Lacken Road, Waterford",14,"*N/A","","","","","","Q4-2019"
2342,"SHIP CONSTRUCTION TURNKEY","Waterford","Lacken Road, Waterford",6,"*N/A","","","","","","Q2-2020"
2343,"SHIP CONSTRUCTION TURNKEY","Waterford","Lacken Road, Waterford",15,"*N/A","","","","","","Q3-2020"
2344,"SHIP CONSTRUCTION TURNKEY","Waterford","Estuary Heights, Shandon, Dungarvan",6,"*N/A","","","","","","Q3-2019"
2345,"SHIP CONSTRUCTION TURNKEY","Waterford","Estuary Heights, Shandon, Dungarvan",8,"*N/A","","","","","","Q4-2019"
2346,"SHIP CONSTRUCTION TURNKEY","Waterford","Estuary Heights, Shandon, Dungarvan",6,"*N/A","","","","","","Q4-2019"
2347,"SHIP CONSTRUCTION TURNKEY","Waterford","Mount Suir, Gracedieu, Carrickphierish",18,"*N/A","","","","","","Q4-2019"
2348,"SHIP CONSTRUCTION TURNKEY","Waterford","Brideview Close, Tallow",2,"*N/A","","","","","","Q3-2020"
2349,"SHIP CONSTRUCTION TURNKEY","Waterford","Mount William, Williamstown, Waterford City",19,"*N/A","","","","","","Q4-2020"
2350,"SHIP CONSTRUCTION TURNKEY","Waterford","7A and 8A Barnes Lane, The Glen, Waterford",2,"*N/A","","","","","","Q4-2019"
2351,"SHIP CONSTRUCTION TURNKEY","Waterford","Sherlock Walk, Gracedieu, Waterford",2,"*N/A","","","","","","Q2-2020"
2352,"SHIP CONSTRUCTION TURNKEY","Waterford","Mount William, Williamstown, Waterford City",13,"*N/A","","","","","","Q1-2021"
2353,"SHIP CONSTRUCTION TURNKEY","Waterford","Mount William, Williamstown, Waterford City",10,"*N/A","","","","","","Q2-2021"
2354,"SHIP CONSTRUCTION TURNKEY","Waterford","Mount William, Williamstown, Waterford City",23,"*N/A","","","","","","Q2-2021"
2355,"SHIP CONSTRUCTION TURNKEY","Waterford","The Courtyard, Morrissons Road, Waterford City",8,"*N/A","","","","","","Q2-2021"
2356,"SHIP CONSTRUCTION TURNKEY","Waterford","Bounds Court, Airport Road, Waterford",15,"N/A","","","","Stage 4 approved Q3-2021, the scheme is fully approved.","",""
2357,"SHIP CONSTRUCTION TURNKEY","Waterford","Brideview Close, Tallow; Main Street, Aglish; Bye Lane, Kilmacthomas, Co. Waterford",9,"N/A","","","","Stage 4 approved Q3-2021, the scheme is fully approved.","",""
2358,"SHIP CONSTRUCTION SINGLE STAGE","Waterford","Apt 1 and Apt 2 Rivercourt, Grattan Quay, Waterford City",2,"*N/A","","","","Stage 4 approved Q1-2021, the scheme is fully approved.","",""
2359,"SHIP CONSTRUCTION RAPID","Waterford","Ballygunner, Waterford City",49,"*N/A","","Stage 2 approved Q2-2021, full design/tender being prepared.","","","",""
2360,"SHIP CONSTRUCTION RAPID","Waterford","Ballynaneashagh, Waterford City",22,"*N/A","","Stage 2 approved Q2-2020, full design/tender being prepared.","","","",""
2361,"SHIP CONSTRUCTION","Waterford","An Garran, Crobally Upper, Tramore",50,"*N/A","","","Stage 3 approved Q2-2021, the scheme is now approved to proceed to tender.","","",""
2362,"SHIP CONSTRUCTION","Waterford","Alms Houses, Tallow",4,"*N/A","","","","","","Q4-2018"
2363,"SHIP CONSTRUCTION","Waterford","Ardmore Park/Priory Lawn (Saviours Green), Ballybeg",5,"*N/A","","","","","","Q3-2020"
2364,"SHIP CONSTRUCTION","Waterford","Ballinroad, Dungarvan",21,"*N/A","","","","","","Q2-2020"
2365,"SHIP CONSTRUCTION","Waterford","Barrack Street, Cappoquin",4,"*N/A","","","","","","Q4-2017"
2366,"SHIP CONSTRUCTION","Waterford","Coolfin Woods, Portlaw",12,"*N/A","","","","","","Q2-2019"
2367,"SHIP CONSTRUCTION","Waterford","Larchville, Waterford City",5,"*N/A","","","","","","Q2-2021"
2368,"SHIP CONSTRUCTION","Waterford","Patrick Street, Tramore",2,"*N/A","","","","","","Q3-2018"
2369,"SHIP CONSTRUCTION","Waterford","Doyles Street, Waterford City",4,"*N/A","","","","","Q2-2020",""
2370,"SHIP CONSTRUCTION","Waterford","Old Cinema Site, Dungarvan",15,"*N/A","","","","","","Q4-2016"
2371,"SHIP CONSTRUCTION","Waterford","The Glen, Bridge St, Waterford",17,"*N/A","","","","","Q3-2021",""
2372,"SHIP CONSTRUCTION","Waterford","Clarendon Court, Penrose Lane, Waterford",24,"*N/A","Stage 1 approved Q1-2018, outline design and costs being prepared.","","","","",""
2373,"SHIP CONSTRUCTION","Waterford","Summerland Square, Waterford",12,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
2374,"SHIP CONSTRUCTION","Waterford","Bath St, Waterford City",4,"*N/A","","","","","","Q4-2019"
2375,"SHIP CONSTRUCTION","Waterford","Graigueshoneen, Kilmacthomas",16,"*N/A","","","","","Q4-2020",""
2376,"SHIP CONSTRUCTION","Waterford","Mount Esker, Ballytruckle Road, Waterford City",14,"*N/A","","","Stage 3 approved Q1-2021, the scheme is now approved to proceed to tender.","","",""
2377,"SHIP CONSTRUCTION","Waterford","Newgate Street, Waterford City",36,"*N/A","Stage 1 approved Q3-2020, outline design and costs being prepared.","","","","",""
2378,"SHIP CONSTRUCTION","Waterford","Fountain Street, Ferrybank, Waterford",14,"*N/A","","Stage 2 approved Q2-2021, full design/tender being prepared.","","","",""
2379,"SHIP CONSTRUCTION","Waterford","Meeting House Lane, Waterford City",6,"N/A","Stage 1 approved Q3-2021, outline design and costs being prepared.","","","","",""
2380,"CAS CONSTRUCTION","Waterford","Convent Hill, Tramore",10,"Society of Saint Vincent de Paul","","","","","","Q1-2017"
2381,"CAS CONSTRUCTION","Waterford","Powersfield, Hennessys Road, Waterford",3,"Focus Ireland","","Stage 2 approved Q2-2016, full design/tender being prepared.","","","",""
2382,"CAS CONSTRUCTION","Waterford","Wadding Manor, Ferrybank",10,"Respond","","","","","","Q2-2021"
2383,"CAS CONSTRUCTION","Waterford","Ballycarnane, Tramore",18,"Oaklee Housing Trust","Stage 1 approved Q4-2016, outline design and costs being prepared.","","","","",""
2384,"CAS CONSTRUCTION","Waterford","The Paddocks, Williamstown Rd. Waterford ",9,"Anvers Housing Association Ltd","","","","","","Q4-2020"
2385,"CALF Turnkey","Waterford","Kilbarry, Waterford (Phase 1)",69,"Respond","","","","","","Q3-2020"
2386,"CALF Turnkey","Waterford","Mount Neil, Carrickphierish, Gracedieu, Co. Waterford (Phase 1)",26,"Circle Voluntary Housing Association Ltd","","","","","Q3-2019",""
2387,"CALF Turnkey","Waterford","Mount Neil, Carrickphierish, Gracedieu, Co. Waterford (Phase 2)",31,"Circle Voluntary Housing Association Ltd","","","","","Q3-2019",""
2388,"CALF Construction","Waterford","St Johns College, Waterford (Phase 1)",36,"Respond","","","","","","Q1-2016"
2389,"CALF Turnkey","Waterford","The Walk, Fairfield Park, Kilcohan, Waterford (Phase 1)",40,"Circle Voluntary Housing Association Ltd","","","","","","Q4-2019"
2390,"PUBLIC PRIVATE PARTNERSHIP (Bundle 2)","Waterford","Slievekeale, Waterford City (Phase 1)",24,"*N/A","","","","","","Q2-2021"
2391,"PUBLIC PRIVATE PARTNERSHIP (Bundle 2)","Waterford","Slievekeale, Waterford City (Phase 2)",34,"*N/A","","","","","","Q3-2021"
2392,"SHIP DIALOG","Westmeath","Lissywollen, Athlone",55,"*N/A","","","","Stage 4 approved Q3-2020, the scheme is fully approved.","",""
2393,"SHIP DIALOG","Westmeath","Lissywollen, Athlone",55,"*N/A","","","","Stage 4 approved Q3-2020, the scheme is fully approved.","",""
2394,"SHIP DIALOG","Westmeath","Lissywollen, Athlone",38,"*N/A","","","","Stage 4 approved Q3-2020, the scheme is fully approved.","",""
2395,"SHIP DIALOG","Westmeath","Lissywollen, Athlone",22,"*N/A","","","","Stage 4 approved Q3-2020, the scheme is fully approved.","",""
2396,"SHIP CONSTRUCTION TURNKEY","Westmeath","Belvedere Hills, Mullingar",21,"*N/A","","","","","","Q4-2017"
2397,"SHIP CONSTRUCTION TURNKEY","Westmeath","Cloon Lara, Mullingar",12,"*N/A","","","","","","Q2-2019"
2398,"SHIP CONSTRUCTION TURNKEY","Westmeath","Abbeybrook, Kilbeggan",7,"*N/A","","","","","","Q1-2019"
2399,"SHIP CONSTRUCTION TURNKEY","Westmeath","Coill Rua, Mullingar",6,"*N/A","","","","","","Q4-2019"
2400,"SHIP CONSTRUCTION TURNKEY","Westmeath","Rathgarve Green, Castlepollard",3,"*N/A","","","","","","Q1-2020"
2401,"SHIP CONSTRUCTION TURNKEY","Westmeath","Austin Friars Street, Mullingar",4,"*N/A","","","","","Q3-2020",""
2402,"SHIP CONSTRUCTION TURNKEY","Westmeath","Rathgarve Green, Castlepollard",5,"*N/A","","","","","","Q4-2020"
2403,"SHIP CONSTRUCTION TURNKEY","Westmeath","Oakcrest, Ballinderry, Mullingar",8,"*N/A","","","","","Q2-2021",""
2404,"SHIP CONSTRUCTION TURNKEY","Westmeath","St. Marys Place, Athlone",9,"*N/A","","","","","Q2-2021",""
2405,"SHIP CONSTRUCTION TURNKEY","Westmeath","Rathgarve Green, Castlepollard",1,"*N/A","","","","","","Q2-2021"
2406,"SHIP CONSTRUCTION TURNKEY","Westmeath","Bellaugh, Athlone",17,"*N/A","","","","Stage 4 approved Q2-2021, the scheme is fully approved.","",""
2407,"SHIP CONSTRUCTION TURNKEY","Westmeath","The Cedars, Lakepoint, Mullingar",7,"*N/A","","","","","Q2-2021",""
2408,"SHIP CONSTRUCTION TURNKEY","Westmeath","The Cedars, Lakepoint, Mullingar",10,"*N/A","","","","","Q2-2021",""
2409,"SHIP CONSTRUCTION TURNKEY","Westmeath","The Cedars, Lakepoint, Mullingar",11,"*N/A","","","","","Q2-2021",""
2410,"SHIP CONSTRUCTION RAPID","Westmeath","O'Growney Green, Mullingar",22,"*N/A","Stage 1 approved Q2-2018, outline design and costs being prepared.","","","","",""
2411,"SHIP CONSTRUCTION RAPID","Westmeath","Dalton Park, Mullingar",17,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
2412,"SHIP CONSTRUCTION RAPID","Westmeath","Water Street, Castlepollard",8,"*N/A","","Stage 2 approved Q3-2021, full design/tender being prepared.","","","",""
2413,"SHIP CONSTRUCTION RAPID","Westmeath","Ennell Court, Mullingar (Phase 1)",15,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
2414,"SHIP CONSTRUCTION","Westmeath","Bun Daire, Kinnegad (Phase 3)",8,"*N/A","","","","","","Q2-2021"
2415,"SHIP CONSTRUCTION","Westmeath","St. Laurence's Terrace, Mullingar",9,"*N/A","","","","","","Q4-2018"
2416,"SHIP CONSTRUCTION","Westmeath","Ennell Court, Mullingar",1,"*N/A","","","","","","Q1-2018"
2417,"SHIP CONSTRUCTION","Westmeath","Arcadia, Athlone",21,"*N/A","","","","","","Q2-2020"
2418,"SHIP CONSTRUCTION","Westmeath","Ennell Court (Phase 2)",3,"*N/A","","","","","","Q2-2016"
2419,"SHIP CONSTRUCTION","Westmeath","Grange Crescent, Mullingar",2,"*N/A","","","","","","Q1-2016"
2420,"SHIP CONSTRUCTION","Westmeath","Ennell Court, Mullingar",31,"*N/A","","","","","Q2-2021",""
