"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report or Final Turnkey/CALF approval","On Site","Completed"
2194,"SHIP DIALOG","Westmeath","Lissywollen, Athlone",55,"*N/A","","","","","Q1-2021",""
2195,"SHIP DIALOG","Westmeath","Lissywollen, Athlone (Phase 2A and 2B)",55,"*N/A","","","","","Q1-2021",""
2196,"SHIP DIALOG","Westmeath","Lissywollen, Athlone (Phase 3A)",38,"*N/A","","","","","Q1-2021",""
2197,"SHIP DIALOG","Westmeath","Lissywollen, Athlone (Phase 3B)",22,"*N/A","","","","","Q1-2021",""
2198,"SHIP CONSTRUCTION TURNKEY","Westmeath","Belvedere Hills, Mullingar",21,"*N/A","","","","","","Q4-2017"
2199,"SHIP CONSTRUCTION TURNKEY","Westmeath","Cloon Lara, Mullingar",12,"*N/A","","","","","","Q2-2019"
2200,"SHIP CONSTRUCTION TURNKEY","Westmeath","Abbeybrook, Kilbeggan",7,"*N/A","","","","","","Q1-2019"
2201,"SHIP CONSTRUCTION TURNKEY","Westmeath","Lakepoint, Mullingar",24,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
2202,"SHIP CONSTRUCTION TURNKEY","Westmeath","Coill Rua, Mullingar",6,"*N/A","","","","","","Q4-2019"
2203,"SHIP CONSTRUCTION TURNKEY","Westmeath","Rathgarve Green, Castlepollard",3,"*N/A","","","","","","Q1-2020"
2204,"SHIP CONSTRUCTION TURNKEY","Westmeath","Valley Cottages, Mullingar",3,"*N/A","","","","Stage 4 approved Q4-2019, the scheme is fully approved.","",""
2205,"SHIP CONSTRUCTION TURNKEY","Westmeath","Austin Friars Street, Mullingar",4,"*N/A","","","","","Q3-2020",""
2206,"SHIP CONSTRUCTION TURNKEY","Westmeath","Rathgarve Green, Castlepollard",5,"*N/A","","","","","","Q4-2020"
2207,"SHIP CONSTRUCTION TURNKEY","Westmeath","Oakcrest, Ballinderry, Mullingar",8,"*N/A","","","","Stage 4 approved Q1-2020, the scheme is fully approved.","",""
2208,"SHIP CONSTRUCTION TURNKEY","Westmeath","St. Marys Place, Athlone",9,"*N/A","","","","Stage 4 approved Q3-2020, the scheme is fully approved.","",""
2209,"SHIP CONSTRUCTION TURNKEY","Westmeath","Rathgarve Green, Castlepollard",1,"*N/A","","","","","Q1-2020",""
2210,"SHIP CONSTRUCTION RAPID VOLUMETRIC","Westmeath","O'Growney Green, Mullingar",26,"*N/A","Stage 1 approved Q2-2018, outline design and costs being prepared.","","","","",""
2211,"SHIP CONSTRUCTION RAPID VOLUMETRIC","Westmeath","Dalton Park, Mullingar",15,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
2212,"SHIP CONSTRUCTION RAPID VOLUMETRIC","Westmeath","Water Street, Castlepollard",7,"*N/A","","Stage 2 approved Q1-2021, full design/tender being prepared.","","","",""
2213,"SHIP CONSTRUCTION RAPID VOLUMETRIC","Westmeath","Ennell Court, Mullingar (Phase 1)",15,"*N/A","","Stage 2 approved Q1-2021, full design/tender being prepared.","","","",""
2214,"SHIP CONSTRUCTION","Westmeath","Bun Daire, Kinnegad (Phase 3)",12,"*N/A","","","","","Q3-2019",""
2215,"SHIP CONSTRUCTION","Westmeath","St. Laurence's Terrace, Mullingar",9,"*N/A","","","","","","Q4-2018"
2216,"SHIP CONSTRUCTION","Westmeath","Ennell Court, Mullingar",1,"*N/A","","","","","","Q1-2018"
2217,"SHIP CONSTRUCTION","Westmeath","Arcadia, Athlone (Phase 1.1)",21,"*N/A","","","","","","Q2-2020"
2218,"SHIP CONSTRUCTION","Westmeath","Ennell Court (Phase 2)",3,"*N/A","","","","","","Q2-2016"
2219,"SHIP CONSTRUCTION","Westmeath","Grange Crescent, Mullingar",2,"*N/A","","","","","","Q1-2016"
2220,"SHIP CONSTRUCTION","Westmeath","Ennell Court, Mullingar",19,"*N/A","","","","","Q1-2021",""
2221,"SHIP CONSTRUCTION","Westmeath","Cloghanboy, Athlone",10,"*N/A","","","Stage 3 approved Q1-2020, the scheme is now approved to proceed to tender.","","",""
2222,"SHIP CONSTRUCTION","Westmeath","Bishopsgate, Mullingar",4,"*N/A","","","","","Q3-2019",""
2223,"SHIP CONSTRUCTION","Westmeath","Arcadia, Athlone (Phase 2)",24,"*N/A","","Stage 2 approved Q3-2020, full design/tender being prepared.","","","",""
2224,"SHIP CONSTRUCTION","Westmeath","Canal Avenue, Mullingar",32,"*N/A","","Stage 2 approved Q4-2020, full design/tender being prepared.","","","",""
2225,"SHIP CONSTRUCTION","Westmeath","Arcadia, Athlone (Phase 1.2)",12,"*N/A","","","","","","Q3-2020"
2226,"SHIP CONSTRUCTION","Westmeath","Ennell Court, Mullingar (Phase 2)",12,"*N/A","","","","","Q1-2021",""
2227,"CAS CONSTRUCTION TURNKEY","Westmeath","Elm Row, Royal Canal, Mullingar",10,"T�ath Housing Association Ltd","","","","","","Q1-2021"
2228,"CAS CONSTRUCTION TURNKEY","Westmeath","Elm Row, Royal Canal, Mullingar",17,"T�ath Housing Association Ltd","","","","","Q4-2019",""
2229,"CAS CONSTRUCTION TURNKEY","Westmeath","Elm Row, Royal Canal, Mullingar",9,"T�ath Housing Association Ltd","","","","","Q4-2019",""
2230,"CAS CONSTRUCTION","Westmeath","Farran, Mullingar",4,"T�ath Housing Association Ltd","","","","","Q4-2019",""
2231,"CALF Turnkey","Westmeath","Athlone Road, Moate, Co. Westmeath (Phase 1)*",14,"Oaklee Housing","","","","","Q1-2020",""
2232,"CALF Turnkey","Westmeath","Cluain Mullen, Castlepollard, Co. Westmeath (Phase 1)",8,"T�ath Housing Association","","","","","","Q4-2020"
2233,"CALF Turnkey","Westmeath","Cluain Mullen, Castlepollard, Westmeath (Phase 1)",2,"T�ath Housing Association","","","","","","Q2-2017"
2234,"CALF Turnkey","Westmeath","Coill Rua, Mullingar, Co. Westmeath (Phase 1)*",13,"Cluid Housing","","","","","","Q4-2020"
2235,"CALF Turnkey","Westmeath","Coill Rua, Mullingar, Co. Westmeath (Phase 2)*",23,"Cluid Housing","","","","","","Q1-2021"
2236,"CALF Turnkey","Westmeath","Coill Rua, Mullingar, Co. Westmeath (Phase 3)",8,"Cluid Housing","","","","","Q4-2018",""
2237,"CALF Construction","Westmeath","Farran, Mullingar, Co. Westmeath (Phase 1)",10,"T�ath Housing Association","","","","","Q4-2019",""
2238,"CALF Turnkey","Westmeath","Ghairdin Beag, Main Street, Rathwire, Killucan, Co. Westmeath (Phase 1)",6,"T�ath Housing Association","","","","","","Q4-2020"
2239,"CALF Turnkey","Westmeath","Rahanine, Rochfortbridge, Co Westmeath (Phase 1)",12,"T�ath Housing Association","","","","","Q4-2018",""
2240,"CALF Turnkey","Westmeath","Royal Canal, Ardmore Road, Mullingar, Co. Westmeath (Phase 1)",8,"T�ath Housing Association","","","","","","Q1-2021"
2241,"CALF Turnkey","Westmeath","The Orchard, Athlone, Co. Westmeath (Phase 1)",8,"T�ath Housing Association","","","","","","Q4-2019"
2242,"CALF Turnkey","Westmeath","The Orchard, Athlone, Co. Westmeath (Phase 2)*",14,"T�ath Housing Association","","","","","","Q2-2020"
2243,"CALF Turnkey","Westmeath","The Orchard, Athlone, Co. Westmeath (Phase 3)",10,"T�ath Housing Association","","","","","","Q2-2020"
2244,"SHIP CONSTRUCTION TURNKEY","Wexford","Madeira Oaks, Wexford",8,"*N/A","","","","","","Q3-2017"
2245,"SHIP CONSTRUCTION TURNKEY","Wexford","Gleann an Ghairdin, Ballytegan Road, Gorey",8,"*N/A","","","","","","Q1-2018"
2246,"SHIP CONSTRUCTION TURNKEY","Wexford","Ard Uisce, Whiterock, Wexford",11,"*N/A","","","","","","Q4-2018"
2247,"SHIP CONSTRUCTION TURNKEY","Wexford","Rath an Duin, Castlebridge",3,"*N/A","","","","","","Q3-2018"
2248,"SHIP CONSTRUCTION TURNKEY","Wexford","Gleann an Ghairdin, Ballytegan Road, Gorey (Phase 2a)",2,"*N/A","","","","","","Q2-2019"
2249,"SHIP CONSTRUCTION TURNKEY","Wexford","Ard Uisce, Whiterock, Wexford - Phase 2",10,"*N/A","","","","","","Q1-2019"
2250,"SHIP CONSTRUCTION TURNKEY","Wexford","Gleann an Ghairdin, Ballytegan Road, Gorey (Phase 1b)",10,"*N/A","","","","","","Q4-2018"
2251,"SHIP CONSTRUCTION TURNKEY","Wexford","Glen Aoibhinn, Ardamine, Gorey",5,"*N/A","","","","","","Q4-2018"
2252,"SHIP CONSTRUCTION TURNKEY","Wexford","Glen Aoibhinn, Ardamine, Gorey - Phase 2",2,"*N/A","","","","","","Q1-2019"
2253,"SHIP CONSTRUCTION TURNKEY","Wexford","Whitewater Estuary, Ballyhack",3,"*N/A","","","","","","Q3-2020"
2254,"SHIP CONSTRUCTION TURNKEY","Wexford","Riverchapel Lane, Gorey",4,"*N/A","","","","","","Q4-2019"
2255,"SHIP CONSTRUCTION TURNKEY","Wexford","Ard Uisce, Whiterock, Wexford-Phase 3",4,"*N/A","","","","","","Q2-2019"
2256,"SHIP CONSTRUCTION TURNKEY","Wexford","Glen Aoibhinn, Ardamine, Gorey - Phase 3",3,"*N/A","","","","","","Q4-2019"
2257,"SHIP CONSTRUCTION TURNKEY","Wexford","Ard Uisce, Whiterock, Wexford Phase 4",10,"*N/A","","","","","","Q3-2019"
2258,"SHIP CONSTRUCTION TURNKEY","Wexford","St. Martin's Road, Rosslare Harbour",4,"*N/A","","","","","","Q4-2019"
2259,"SHIP CONSTRUCTION TURNKEY","Wexford","Clonattin Upper, Gorey",8,"*N/A","","","","","","Q4-2020"
2260,"SHIP CONSTRUCTION TURNKEY","Wexford","Gleann an Ghairdin, Ballytegan Road, Gorey (Phase 2b)",2,"*N/A","","","","","","Q4-2019"
2261,"SHIP CONSTRUCTION TURNKEY","Wexford","Ard Uisce, Whiterock, Wexford",14,"*N/A","","","","","","Q4-2020"
2262,"SHIP CONSTRUCTION TURNKEY","Wexford","Gleann an Ghairdin, Ballytegan Road, Gorey (Phase 2 C)",1,"*N/A","","","","","","Q3-2019"
2263,"SHIP CONSTRUCTION TURNKEY","Wexford","Ballynaglough, Blackwater",16,"*N/A","","","","","Q4-2019",""
2264,"SHIP CONSTRUCTION TURNKEY","Wexford","Clonhasten, Enniscorthy",50,"*N/A","","","","Stage 4 approved Q4-2019, the scheme is fully approved.","",""
2265,"SHIP CONSTRUCTION TURNKEY","Wexford","No.'s 64 & 74 Chapelwood, Kilmuckridge",2,"*N/A","","","","","","Q1-2020"
2266,"SHIP CONSTRUCTION TURNKEY","Wexford","5 The Break Ayelsbridge, Riverchapel",1,"*N/A","","","","","","Q1-2020"
2267,"SHIP CONSTRUCTION TURNKEY","Wexford","Creagh, Gorey",39,"*N/A","","","","Stage 4 approved Q2-2020, the scheme is fully approved.","",""
2268,"SHIP CONSTRUCTION TURNKEY","Wexford","Ard Uisce, Whiterock, Wexford",1,"*N/A","","","","","","Q1-2020"
2269,"SHIP CONSTRUCTION TURNKEY","Wexford","Gleann an Ghairdin, Gorey - Phase 2",4,"*N/A","","","","Stage 4 approved Q3-2020, the scheme is fully approved.","",""
2270,"SHIP CONSTRUCTION TURNKEY","Wexford","Ard Uisce, Whiterock Hill, Wexford",5,"*N/A","","","","Stage 4 approved Q3-2020, the scheme is fully approved.","",""
2271,"SHIP CONSTRUCTION TURNKEY","Wexford","Cluain Beag, Clonard, Wexford",10,"*N/A","","","","Stage 4 approved Q3-2020, the scheme is fully approved.","",""
2272,"SHIP CONSTRUCTION TURNKEY","Wexford","Cluain Beag, Clonard, Wexford",10,"*N/A","","","","Stage 4 approved Q3-2020, the scheme is fully approved.","",""
2273,"SHIP CONSTRUCTION TURNKEY","Wexford","Ard Uisce, Whiterock, Wexford",4,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
2274,"SHIP CONSTRUCTION","Wexford","SN Castlemoyle, New Ross",1,"*N/A","","","","","","Q4-2019"
2275,"SHIP CONSTRUCTION","Wexford","Cloghulatagh, Taghmon",18,"*N/A","","","","","","Q4-2020"
2276,"SHIP CONSTRUCTION","Wexford","Coolcotts, Clonard",7,"*N/A","","","","","","Q4-2019"
2277,"SHIP CONSTRUCTION","Wexford","Creagh, Gorey",10,"*N/A","","","","","","Q1-2019"
2278,"SHIP CONSTRUCTION","Wexford","Danescastle",10,"*N/A","","","","","","Q1-2019"
2279,"SHIP CONSTRUCTION","Wexford","Slippery Green, Wexford",10,"*N/A","","","","","","Q3-2019"
2280,"SHIP CONSTRUCTION","Wexford","Whiterock Hill, Wexford (Phase 1)",22,"*N/A","","","","","Q3-2020",""
2281,"SHIP CONSTRUCTION","Wexford","Cois Mara",2,"*N/A","","","","","","Q3-2018"
2282,"SHIP CONSTRUCTION","Wexford","Killeens, Wexford",40,"*N/A","","","","","Q2-2020",""
2283,"SHIP CONSTRUCTION","Wexford","Oilgate, Enniscorthy",2,"*N/A","","","","","","Q2-2018"
2284,"SHIP CONSTRUCTION","Wexford","Cherryorchard, Enniscorthy",8,"*N/A","","","","","","Q3-2018"
2285,"SHIP CONSTRUCTION","Wexford","Ross Road, Enniscorthy",1,"*N/A","","","","","Q3-2018",""
2286,"SHIP CONSTRUCTION","Wexford","Baile Eoghain, Gorey",5,"*N/A","","","","","","Q4-2018"
2287,"SHIP CONSTRUCTION","Wexford","Baile an Tr�, Riverchapel (Courtown Ardamine)",10,"*N/A","","","","","","Q2-2016"
2288,"SHIP CONSTRUCTION","Wexford","Shanna Court, Coolcotts",8,"*N/A","","","","","","Q1-2016"
2289,"SHIP CONSTRUCTION","Wexford","Francis Street, Wexford",1,"*N/A","","","","","","Q1-2017"
2290,"SHIP CONSTRUCTION","Wexford","Commodore Barry",1,"*N/A","","","","","","Q2-2016"
2291,"SHIP CONSTRUCTION","Wexford","Glentire, The Ballagh, Enniscorthy",7,"*N/A","","","","","Q2-2019",""
2292,"SHIP CONSTRUCTION","Wexford","Carley's Bridge, Enniscorthy",17,"*N/A","","","","Stage 4 approved Q3-2020, the scheme is fully approved.","",""
2293,"SHIP CONSTRUCTION","Wexford","Creagh (East), Gorey",4,"*N/A","Stage 1 approved Q2-2018, outline design and costs being prepared.","","","","",""
2294,"SHIP CONSTRUCTION","Wexford","Rosbercon, New Ross",28,"*N/A","","Stage 2 approved Q3-2020, full design/tender being prepared.","","","",""
2295,"SHIP CONSTRUCTION","Wexford","Baile Eoghain, Gorey (Phase 2)",4,"*N/A","","","","","","Q4-2018"
2296,"SHIP CONSTRUCTION","Wexford","St. Joseph's, Wexford Street, Gorey",20,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
2297,"SHIP CONSTRUCTION","Wexford","Bullawn, Irishtown, New Ross",2,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
2298,"SHIP CONSTRUCTION","Wexford","Ballyhine, Barntown",7,"*N/A","","Stage 2 approved Q1-2021, full design/tender being prepared.","","","",""
2299,"SHIP CONSTRUCTION","Wexford","Whiterock Hill, Wexford (Phase 2)",22,"*N/A","","","Stage 3 approved Q1-2020, the scheme is now approved to proceed to tender.","","",""
2300,"SHIP CONSTRUCTION","Wexford","Creagh (West), Gorey",8,"*N/A","Stage 1 approved Q2-2018, outline design and costs being prepared.","","","","",""
2301,"CAS CONSTRUCTION TURNKEY","Wexford","Clonattin, Gorey",6,"T�ath Housing Association Ltd","","","","Stage 4 approved Q4-2020, the scheme is fully approved.","",""
2302,"CAS CONSTRUCTION","Wexford","Barrystown",16,"Grantstown Voluntary Housing Association Ltd","","Stage 2 approved Q1-2018, full design/tender being prepared.","","","",""
2303,"CAS CONSTRUCTION","Wexford","Rathangan",7,"Rathangan Senior Citizens Housing Association Ltd","","","","","","Q3-2017"
2304,"CAS CONSTRUCTION","Wexford","Wexford Women's Refuge, Maudlintown",12,"*N/A","","Stage 2 approved Q3-2020, full design/tender being prepared.","","","",""
2305,"CALF Turnkey","Wexford","24 Units, Gleann an Ghairdin, Gorey, Co. Wexford (Phase 1)",8,"T�ath Housing Association","","","","","","Q3-2020"
2306,"CALF Turnkey","Wexford","24 Units, Gleann an Ghairdin, Gorey, Co. Wexford (Phase 2)",16,"T�ath Housing Association","","","","","","Q4-2020"
2307,"CALF Turnkey","Wexford","67 units, Coolcotts, Wexford (Phase 1)*",67,"Cluid Housing","","","","","Q3-2020",""
2308,"CALF Turnkey","Wexford","9 Units, Gleann an Ghairdin, Gorey, Co. Wexford (Phase 1)",9,"T�ath Housing Association","","","","","Q4-2019",""
2309,"CALF Turnkey","Wexford"," Ard Uisce, Wexford Town (Phase 1)",5,"T�ath Housing Association","","","","","","Q4-2017"
2310,"CALF Turnkey","Wexford"," Ard Uisce, Whiterock, Wexford  (Phase 1)",1,"T�ath Housing Association","","","","","","Q1-2018"
2311,"CALF Turnkey","Wexford","Ard Uisce, Whiterock, Wexford (Phase 1)",6,"T�ath Housing Association","","","","","","Q1-2018"
2312,"CALF Turnkey","Wexford","Ard Uisce, Whiterock, Wexford (Phase 1)*",6,"T�ath Housing Association","","","","","","Q1-2017"
2313,"CALF Turnkey","Wexford","Ballyboggan, Castlebridge, Co Wexford (Phase 1)",10,"Co - Operative Housing Ireland Society Limited","","","","","","Q4-2018"
2314,"CALF Turnkey","Wexford","Clonard, Wexford (Phase 1)*",10,"Co - Operative Housing Ireland Society Limited","","","","","","Q4-2019"
2315,"CALF Turnkey","Wexford","Fearach Cnoic, Greenville, The Moyne, Enniscorthy (Phase 1)",34,"Oaklee Housing","","","","","","Q4-2018"
2316,"CALF Turnkey","Wexford","Fearach Cnoic, Greenville, The Moyne, Enniscorthy (Phase 2)",6,"Oaklee Housing","","","","","","Q2-2019"
2317,"CALF Turnkey","Wexford","Forgelands, Old Forge Road, Milehouse Road, Enniscorthy, Co. Wexford (Phase 1)*",18,"T�ath Housing Association","","","","","Q3-2020",""
2318,"CALF Turnkey","Wexford","Fort Road, Ramsfort Park, Gorey, Co. Wexford (Phase 1)*",11,"Co - Operative Housing Ireland Society Limited","","","","","","Q4-2020"
2319,"CALF Turnkey","Wexford","Gleann an Ghairdin, Gorey (Phase 1)",9,"T�ath Housing Association","","","","","","Q4-2019"
2320,"CALF Turnkey","Wexford","Gleann an Ghairdin, Gorey (Phase 2)",9,"T�ath Housing Association","","","","","","Q1-2020"
2321,"CALF Turnkey","Wexford","Greenville, Enniscorthy, Co. Wexford (Phase 1)*",6,"Oaklee Housing","","","","","","Q2-2019"
2322,"CALF Turnkey","Wexford","Hunters Green, Gorey (Phase 1)",7,"Co - Operative Housing Ireland Society Limited","","","","","","Q2-2016"
2323,"CALF Turnkey","Wexford","Hunters Green, Gorey (Phase 2)",11,"Co - Operative Housing Ireland Society Limited","","","","","","Q3-2016"
2324,"CALF Turnkey","Wexford","Hunters Green, Gorey (Phase 3)",11,"Co - Operative Housing Ireland Society Limited","","","","","","Q1-2017"
2325,"CALF Turnkey","Wexford","Hunters Green, Gorey (Phase 4)",9,"Co - Operative Housing Ireland Society Limited","","","","","","Q4-2017"
2326,"CALF Turnkey","Wexford","Kerlogue Manor, Roxborough, Drinagh, Wexford (Phase 1)",14,"T�ath Housing Association","","","","","","Q4-2020"
2327,"CALF Turnkey","Wexford","Kerlogue Manor, Roxborough, Drinagh, Wexford (Phase 2)",14,"T�ath Housing Association","","","","","","Q4-2020"
2328,"CALF Turnkey","Wexford","Kerlogue Manor, Roxborough, Drinagh, Wexford (Phase 3)",16,"T�ath Housing Association","","","","","","Q1-2021"
2329,"CALF Turnkey","Wexford","Kerlogue Manor, Roxborough, Drinagh, Wexford (Phase 4)*",27,"T�ath Housing Association","","","","","Q3-2019",""
2330,"CALF Turnkey","Wexford","Meadowfields Enniscorthy, Co. Wexford (Phase 1)",12,"Co - Operative Housing Ireland Society Limited","","","","","","Q3-2016"
2331,"CALF Turnkey","Wexford","Meadowfields Phase 3, Enniscorthy, Co. Wexford (Phase 1)*",14,"Co - Operative Housing Ireland Society Limited","","","","","","Q2-2019"
2332,"CALF Turnkey","Wexford","Meadowfields Phase 3, Enniscorthy, Co. Wexford (Phase 2)*",14,"Co - Operative Housing Ireland Society Limited","","","","","","Q4-2019"
2333,"CALF Turnkey","Wexford","Old Forge Road, Milehouse Road, Enniscorthy, Co. Wexford (Phase 1)",11,"T�ath Housing Association","","","","","","Q4-2020"
2334,"CALF Turnkey","Wexford","Old Forge Road, Milehouse Road, Enniscorthy, Co. Wexford (Phase 2)*",14,"T�ath Housing Association","","","","","","Q4-2020"
2335,"CALF Turnkey","Wexford","Old Forge Road, Milehouse Road, Enniscorthy, Co. Wexford (Phase 3)*",8,"T�ath Housing Association","","","","","","Q1-2021"
2336,"CALF Turnkey","Wexford","Old Forge Road, Milehouse Road, Enniscorthy, Co. Wexford (Phase 4)*",8,"T�ath Housing Association","","","","","Q4-2019",""
2337,"CALF Turnkey","Wexford","P�irc na gCon, Greenville Lane, Enniscorthy, Co. Wexford (Phase 1)*",16,"Cluid Housing","","","","","Q3-2019",""
2338,"CALF Turnkey","Wexford","P�irc na gCon, Greenville Lane, Enniscorthy, Co. Wexford (Phase 2)*",14,"Cluid Housing","","","","","Q3-2019",""
2339,"CALF Turnkey","Wexford","P�irc na gCon, Greenville Lane, Enniscorthy, Co. Wexford (Phase 3)",22,"Cluid Housing","","","","","Q3-2019",""
2340,"SHIP CONSTRUCTION TURNKEY","Wicklow","Mill Court, Tinahely ",2,"*N/A","","","","","","Q2-2018"
2341,"SHIP CONSTRUCTION TURNKEY","Wicklow","No. 7 Mill Court, Tinahely ",1,"*N/A","","","","","","Q4-2018"
2342,"SHIP CONSTRUCTION TURNKEY","Wicklow","Heatherside, Vale Road, Arklow",10,"*N/A","","","","","","Q2-2019"
2343,"SHIP CONSTRUCTION TURNKEY","Wicklow","Fernhill, Arklow",1,"*N/A","","","","","","Q3-2018"
2344,"SHIP CONSTRUCTION TURNKEY","Wicklow","Mill Court, Tinahely ",1,"*N/A","","","","","","Q1-2019"
2345,"SHIP CONSTRUCTION TURNKEY","Wicklow","Woodview Cottages, Rathnew",2,"*N/A","","","","","","Q4-2019"
2346,"SHIP CONSTRUCTION TURNKEY","Wicklow","Bollarney Woods, Wicklow Town",10,"*N/A","","","","","","Q3-2019"
2347,"SHIP CONSTRUCTION TURNKEY","Wicklow","Mill Court, Tinahely ",1,"*N/A","","","","","","Q2-2019"
2348,"SHIP CONSTRUCTION TURNKEY","Wicklow","Heatherside, Vale Road, Arklow",15,"*N/A","","","","","","Q3-2019"
2349,"SHIP CONSTRUCTION TURNKEY","Wicklow","Heatherside, Vale Road, Arklow",4,"*N/A","","","","","","Q4-2019"
2350,"SHIP CONSTRUCTION TURNKEY","Wicklow","Heatherside, Vale Road, Arklow",2,"*N/A","","","","","","Q4-2019"
2351,"SHIP CONSTRUCTION TURNKEY","Wicklow","Bollarney Woods, Wicklow Town",14,"*N/A","","","","","","Q4-2019"
2352,"SHIP CONSTRUCTION TURNKEY","Wicklow","Bollarney Woods, Wicklow Town",6,"*N/A","","","","","","Q2-2020"
